,0,1,2,3,4,5,6
H3K4me0,0.08149885877547454,0.06438249817144767,0.06320468604828786,0.08047767502325662,0.09151198203474534,0.08692529278970686,0.0893203022543205
H3K4me1,0.0009061126813105962,0.0006332391278895061,0.0009209373946211261,0.0008582336118221423,1.9343639769157503e-05,0.0012735593975748206,0.0027512560045505068
H3K4me2,0.020726122941592155,0.02120810594879564,0.025988177068144717,0.022067119149551888,0.01732072966837992,0.021289220214595315,0.022593856034955145
H3K18ac0K23ac0,0.057853291593729,0.0415417289016929,0.04684867193236042,0.058372214695579065,0.07377959007296146,0.06881553831288642,0.06836928391459755
H3K18ac0K23ac1,0.0016139303900577487,1.3947722605002205e-06,0.0020369507688329275,0.0022771824744158707,0.0004088923812498703,0.0007154585181098134,0.002993740954683943
H3K18ac1K23ac0,0.0473698566634242,0.053959056275088096,0.039911117182481796,0.04392401870733769,0.03288520244272614,0.03930555729159745,0.04132247911917187
H3K18ac1K23ac1,0.0013645385577085098,9.685659022897597e-07,0.0015889091928013024,0.0018420635991213048,4.994335312256042e-07,0.00016501672439959896,0.0025775239297310707
